review_id,app_id,rating,posted_at,has_developer_reply,helpful_count
1915,86,5,10/12/2023,No,4
1916,143,3,2024-10-03,No,0
1917,73,5,2023-07-22,No,3
1918,184,4,06/08/2021,No,3
1919,421,5,2022-03-11,No,1
1920,157,5,2024-06-22,No,1
1921,35,5,01/28/2023,No,1
1922,39,3,11/13/2024,No,3
1923,193,5,2019-07-15,Yes,1
1924,127,4,2022-12-17,Yes,0
1925,355,4,02/15/2024,No,4
1926,13,5,07/28/2024,No,5
1927,348,5,03/12/2024,No,3
1928,486,5,2023-08-02,No,1
1929,14,5,2023-12-23,No,3
1930,15,5,2021-05-15,No,6
1931,157,4,2024-10-20,No,0
1932,257,5,2021-03-11,No,0
1933,67,4,2021-07-14,Yes,1
1934,365,4,2021-04-26,No,3
1935,402,3,2024-03-30,No,0
1936,119,5,02/25/2024,Yes,2
1937,41,5,2024-08-27,No,0
1938,108,4,2023-08-20,No,0
1939,35,5,07/11/2024,No,2
1940,357,4,12/15/2024,No,1
1941,435,3,2023-11-07,No,4
1942,314,4,2024-04-29,No,1
1943,402,5,2021-11-30,No,2
1944,428,4,2024-04-06,No,1
1945,251,5,2024-04-19,Yes,1
1946,263,3,2024-06-19,No,2
1947,119,5,2023-06-23,No,2
1948,49,5,2024-12-17,Yes,1
1949,108,4,2024-02-04,No,2
1950,440,5,2024-10-04,No,1
1951,306,4,2022-04-23,No,3
1952,92,4,2023-11-26,No,4
1953,86,5,2023-07-03,No,0
1954,81,5,2022-05-11,No,0
1955,180,3,2024-08-14,No,3
1956,95,5,2024-02-05,No,3
1957,143,4,2024-11-12,No,5
1958,291,5,2024-11-19,Yes,1
1959,9,3,2024-08-24,No,0
1960,214,5,2024-02-23,No,0
1961,325,5,2024-08-04,No,0
1962,245,5,2023-03-09,Yes,8
1963,11,5,2023-07-12,Yes,1
1964,177,4,2024-03-30,Yes,1
1965,157,5,2023-12-07,Yes,2
1966,328,3,2024-06-28,Yes,0
1967,402,4,2023-08-30,No,2
1968,200,4,06/09/2023,No,2
1969,329,5,2024-09-01,Yes,2
1970,14,5,2024-08-03,No,0
1971,477,5,2024-05-08,No,1
1972,206,4,2023-06-22,No,0
1973,65,4,2022-11-22,No,22
1974,330,4,2019-10-21,No,2
1975,465,4,2023-01-29,No,0
1976,186,5,2023-09-10,No,1
1977,375,3,2021-06-18,No,0
1978,465,4,2024-08-13,Yes,2
1979,81,5,11/27/2024,No,1
1980,435,5,04/04/2024,No,0
1981,297,5,2023-10-27,No,2
1982,260,5,2023-11-19,No,0
1983,11,4,2022-12-27,No,6
1984,30,5,2022-05-21,Yes,0
1985,268,5,2021-12-30,Yes,3
1986,440,4,10/04/2024,No,7
1987,327,4,2021-03-19,No,2
1988,218,5,2024-05-22,Yes,8
1989,185,5,2021-07-31,No,1
1990,309,2,2024-05-15,No,4
1991,190,5,2023-08-17,No,0
1992,78,4,2024-11-22,No,0
1993,412,5,2024-11-01,No,5
1994,261,3,03/12/2022,No,6
1995,190,5,2022-11-17,Yes,8
1996,402,4,04/01/2021,No,7
1997,418,5,02/01/2021,Yes,2
1998,285,3,07/02/2023,No,0
1999,165,3,2023-07-09,No,6
2000,180,4,09/22/2024,No,2
2001,297,3,2021-10-28,No,0
2002,275,4,2024-12-17,No,0
2003,206,3,2024-05-23,No,2
2004,212,4,2024-05-14,Yes,2
2005,494,3,10/18/2023,No,4
2006,335,5,2023-07-14,No,13
2007,140,5,2021-02-19,No,1
2008,197,5,2021-10-22,No,1
2009,99,6,12/31/2023,No,0
2010,13,3,2024-03-27,Yes,2
2011,256,4,2024-11-30,Yes,0
2012,270,5,2024-10-15,Yes,1
2013,402,4,2021-08-22,No,1
2014,433,5,2024-07-07,No,0
2015,269,3,01/04/2024,No,0
2016,11,3,2024-10-14,No,1
2017,1,5,2022-08-31,No,3
2018,99,5,2024-10-30,No,1
2019,127,3,2024-12-16,No,4
2020,214,4,08/30/2023,No,2
2021,80,5,2021-06-19,No,0
2022,337,3,01/01/2020,No,0
2023,466,4,2023-10-18,No,5
2024,458,5,2020-12-23,No,0
2025,73,5,2024-08-19,No,2
2026,417,4,2021-11-10,Yes,2
2027,399,5,2024-10-12,No,0
2028,178,4,2022-03-10,No,5
2029,154,5,2021-03-14,No,1
2030,343,5,10/20/2024,No,0
2031,55,5,2024-04-22,Yes,2
2032,484,2,2023-06-15,No,0
2033,364,3,05/19/2024,No,1
2034,329,4,2023-09-14,No,1
2035,297,4,2024-10-12,No,2
2036,291,4,2023-08-05,No,0
2037,177,4,2022-09-09,No,24
2038,144,5,2024-07-06,No,0
2039,344,5,2023-10-23,No,1
2040,108,5,2024-04-08,Yes,0
2041,197,5,2021-07-13,No,1
2042,95,5,2024-10-16,No,1
2043,402,3,2021-04-21,No,0
2044,272,4,2022-01-12,No,1
2045,340,4,2021-05-06,No,0
2046,393,5,2019-09-27,No,4
2047,334,5,2024-05-10,Yes,1
2048,465,5,2024-02-15,No,0
2049,73,5,2024-05-17,No,0
2050,277,4,2023-08-31,Yes,1
2051,11,5,2024-01-12,No,2
2052,143,4,04/15/2024,No,0
2053,256,3,2024-11-07,No,2
2054,177,4,2022-01-07,No,0
2055,237,4,02/16/2024,Yes,1
2056,284,4,2022-12-31,Yes,3
2057,265,3,01/08/2024,Yes,0
2058,95,4,2023-08-08,No,5
2059,462,3,2024-10-15,No,1
2060,127,4,2024-11-09,No,2
2061,498,4,2022-12-02,Yes,0
2062,157,5,2023-12-27,No,5
2063,296,5,2023-10-17,No,13
2064,297,4,2024-10-13,No,4
2065,83,5,2020-07-26,No,1
2066,197,5,07/30/2021,No,0
2067,325,5,06/29/2022,No,3
2068,73,4,2024-05-26,No,0
2069,396,5,2024-07-29,Yes,2
2070,73,5,2024-11-20,No,0
2071,276,4,2023-08-22,Yes,1
2072,140,4,2019-10-22,Yes,0
2073,190,5,2024-08-31,No,0
2074,73,4,2024-06-16,Yes,0
2075,190,5,2024-09-02,Yes,0
2076,157,5,2024-10-21,No,2
2077,328,5,2024-03-09,No,2
2078,172,5,2024-06-19,Yes,1
2079,477,3,2024-08-04,No,1
2080,13,3,2024-01-02,No,1
2081,119,5,2024-05-12,No,9
2082,40,4,2024-10-04,No,0
2083,157,5,2023-08-28,No,0
2084,73,4,2024-02-03,No,0
2085,236,4,08/10/2024,No,0
2086,131,5,2021-07-13,No,0
2087,99,5,08/07/2024,No,0
2088,418,5,2023-12-26,No,1
2089,265,5,2023-08-20,No,0
2090,109,2,2024-07-19,No,3
2091,410,5,2021-04-21,No,1
2092,275,4,2023-12-26,Yes,0
2093,132,4,04/27/2023,No,3
2094,446,3,2023-08-12,Yes,1
2095,172,3,06/04/2022,No,1
2096,121,5,2024-03-06,Yes,5
2097,253,4,2023-07-08,No,1
2098,396,4,2024-11-29,No,3
2099,50,5,05/15/2024,Yes,0
2100,11,4,2024-02-10,No,2
2101,64,3,2024-12-28,Yes,1
2102,300,5,2023-12-25,No,0
2103,477,5,2023-10-12,Yes,1
2104,465,5,08/16/2023,Yes,10
2105,330,4,2023-03-27,No,0
2106,259,4,03/30/2022,No,1
2107,319,5,2024-07-21,Yes,0
2108,187,5,2024-07-19,No,0
2109,196,3,09/04/2023,No,1
2110,242,5,2021-01-01,No,1
2111,401,4,2022-09-13,No,2
2112,55,5,2021-10-09,No,2
2113,224,5,2020-09-24,Yes,3
2114,425,5,2024-04-09,No,1
2115,243,2,2024-12-24,Yes,4
2116,153,4,11/04/2022,No,0
2117,150,5,2023-01-02,No,0
2118,73,4,2024-01-28,No,1
2119,477,5,2020-10-21,No,3
2120,409,4,09/09/2024,No,1
2121,156,5,2023-08-20,No,2
2122,272,5,2024-12-02,No,0
2123,341,4,2024-02-12,Yes,0
2124,156,5,11/11/2024,No,3
2125,199,5,2023-12-17,No,0
2126,399,3,2024-10-18,No,1
2127,181,4,2023-03-30,No,0
2128,108,5,2024-10-04,No,0
2129,276,3,2023-10-02,Yes,1
2130,276,4,2024-04-01,No,6
2131,482,4,05/02/2024,No,0
2132,206,2,2023-07-30,No,1
2133,276,3,2023-04-07,Yes,3
2134,499,4,2023-02-25,No,5
2135,423,4,09/12/2024,No,1
2136,399,5,2024-05-29,No,1
2137,297,5,05/16/2024,No,0
2138,190,5,2022-02-03,No,2
2139,77,4,2021-04-23,No,9
2140,472,5,2023-10-13,No,2
2141,9,4,04/03/2024,No,5
2142,500,4,2023-10-04,Yes,6
2143,137,5,2024-08-23,No,0
2144,465,5,2023-12-13,Yes,0
2145,319,4,2022-08-20,No,3
2146,11,3,11/13/2023,No,2
2147,99,5,09/02/2023,No,0
2148,291,3,08/30/2023,No,0
2149,207,4,2024-04-13,No,2
2150,73,5,10/20/2024,No,2
2151,73,5,2024-12-07,No,1
2152,160,5,2024-10-06,No,1
2153,172,5,2022-02-13,No,1
2154,7,4,2021-07-26,No,0
2155,67,4,2022-01-01,Yes,2
2156,275,4,04/12/2024,No,0
2157,28,3,2022-07-14,No,0
2158,51,4,2021-08-02,No,3
2159,447,2,2023-11-22,Yes,3
2160,157,4,12/06/2024,No,0
2161,15,5,2024-08-31,No,1
2162,311,4,2022-08-26,No,0
2163,358,5,2024-12-13,No,3
2164,165,2,12/18/2024,Yes,0
2165,65,4,2024-03-18,Yes,1
2166,190,3,2023-12-01,No,3
2167,40,5,2024-09-27,No,1
2168,409,4,2024-06-06,No,1
2169,78,4,2023-03-11,No,0
2170,497,5,2024-12-09,Yes,1
2171,99,5,2024-10-07,No,7
2172,76,5,2022-08-26,No,7
2173,378,5,2024-09-05,Yes,0
2174,401,5,2024-03-11,Yes,0
2175,297,4,2021-05-18,Yes,1
2176,157,4,2024-04-21,No,5
2177,92,4,2024-05-29,No,0
2178,127,5,2024-07-19,No,3
2179,95,5,01/22/2024,Yes,6
2180,402,4,2021-10-05,Yes,4
2181,250,4,2021-10-07,No,0
2182,269,4,2024-07-13,No,0
2183,243,4,2024-05-19,No,3
2184,494,5,2022-12-28,No,2
2185,277,4,2024-06-27,No,2
2186,479,5,2024-03-27,No,0
2187,224,5,2024-07-11,No,3
2188,389,5,2024-02-12,Yes,0
2189,197,4,2023-03-18,No,1
2190,73,5,2024-02-12,No,5
2191,185,3,04/17/2023,No,7
2192,67,4,2024-10-18,Yes,3
2193,393,2,2019-06-05,Yes,0
2194,102,4,2024-02-16,Yes,3
2195,185,4,2022-05-30,No,1
2196,186,4,2023-10-21,No,0
2197,72,2,11/10/2024,No,0
2198,147,4,2022-11-29,Yes,1
2199,97,5,2024-09-06,No,0
2200,140,5,2021-04-12,No,0
2201,107,4,2022-02-10,Yes,0
2202,67,5,08/01/2023,No,0
2203,380,4,2024-08-01,No,3
2204,423,2,2023-12-18,No,1
2205,2,5,03/31/2024,No,0
2206,78,4,2024-05-27,No,0
2207,269,3,2024-11-08,Yes,4
2208,63,4,2023-07-11,No,2
2209,157,5,2024-11-27,Yes,3
2210,78,4,2024-09-14,Yes,1
2211,380,5,2023-10-23,No,1
2212,32,3,07/14/2023,No,0
2213,73,5,09/09/2024,No,2
2214,328,4,2023-05-22,Yes,2
2215,440,4,11/29/2022,No,4
2216,185,5,2021-03-12,Yes,0
2217,334,4,06/12/2024,No,1
2218,73,5,2024-06-18,No,2
2219,472,5,2024-11-07,Yes,4
2220,226,4,2024-03-20,No,1
2221,226,5,03/23/2024,No,2
2222,497,5,12/23/2023,Yes,0
2223,177,4,06/05/2024,No,11
2224,73,5,2024-02-10,No,2
2225,477,4,2024-02-28,No,1
2226,226,4,2023-12-10,No,2
2227,78,4,11/07/2024,Yes,3
2228,409,4,2023-06-03,No,2
2229,361,5,2022-01-21,No,1
2230,40,5,2023-08-13,No,5
2231,72,3,2021-12-23,No,2
2232,71,5,2023-11-10,No,1
2233,178,5,11/17/2024,Yes,3
2234,95,4,2024-09-01,No,0
2235,243,3,2020-12-02,Yes,0
2236,11,4,2022-01-03,No,1
2237,440,5,2020-11-05,Yes,1
2238,197,5,12/21/2022,No,0
2239,415,4,2024-07-30,No,1
2240,272,3,08/15/2023,No,0
2241,465,5,2023-06-12,No,5
2242,68,4,2023-09-12,No,0
2243,78,4,2024-11-06,Yes,3
2244,107,3,2023-10-15,No,21
2245,27,5,2023-12-07,No,4
2246,83,3,11/19/2023,No,0
2247,302,3,2022-11-19,Yes,4
2248,402,4,2022-10-05,No,1
2249,426,4,2023-10-24,No,3
2250,86,5,2021-11-21,Yes,0
2251,402,4,2023-08-26,No,3
2252,277,5,2024-01-22,Yes,4
2253,86,5,01/23/2022,Yes,0
2254,157,5,2024-10-09,Yes,3
2255,494,4,2024-02-20,Yes,7
2256,402,5,2024-05-11,No,6
2257,379,4,2022-01-08,Yes,9
2258,73,5,2024-11-02,Yes,2
2259,500,5,2024-12-10,No,1
2260,276,4,2023-04-25,No,2
2261,433,4,2021-06-07,Yes,6
2262,40,4,2023-08-08,No,1
2263,11,5,2022-04-21,Yes,0
2264,300,5,04/16/2024,No,0
2265,346,3,2024-06-05,Yes,0
2266,226,5,2022-03-01,No,2
2267,185,5,2019-08-24,No,2
2268,435,4,2024-09-09,No,0
2269,169,3,2020-07-11,Yes,0
2270,64,4,2023-08-13,No,2
2271,413,2,06/03/2024,No,2
2272,341,5,2023-11-05,Yes,8
2273,108,5,2024-07-17,No,1
2274,94,4,2024-11-07,Yes,4
2275,14,4,2024-08-03,No,1
2276,429,5,12/01/2024,Yes,1
2277,143,4,2024-07-27,No,3
2278,260,4,2021-10-01,No,5
2279,231,4,2024-05-30,No,1
2280,389,4,2023-06-12,No,9
2281,156,4,2023-08-01,No,0
2282,328,5,2024-07-25,Yes,4
2283,86,4,2023-01-09,Yes,0
2284,460,5,2020-09-22,No,1
2285,343,5,2022-04-17,No,0
2286,199,5,2021-05-02,No,1
2287,356,3,2024-03-10,No,0
2288,265,4,2022-03-29,Yes,4
2289,414,4,06/23/2023,No,1
2290,157,4,08/09/2023,Yes,2
2291,407,3,2021-04-02,No,5
2292,170,4,2020-09-08,No,1
2293,197,4,2021-02-13,Yes,0
2294,399,5,2022-11-20,No,5
2295,466,5,08/15/2023,No,1
2296,326,3,2022-12-25,No,3
2297,341,5,2023-08-31,No,4
2298,418,4,04/25/2021,No,7
2299,275,0,2023-10-06,Yes,1
2300,128,5,2024-01-20,No,0
2301,198,4,2024-08-04,No,1
2302,9,4,2023-11-13,No,2
2303,181,4,2023-06-05,No,1
2304,204,4,2024-05-19,Yes,2
2305,433,4,05/08/2024,No,0
2306,291,3,2024-10-02,Yes,4
2307,41,4,2024-04-10,No,1
2308,107,3,2023-03-07,No,0
2309,22,4,2024-10-16,No,5
2310,197,5,2024-08-30,No,3
2311,461,5,2023-06-17,No,3
2312,402,3,2024-02-20,No,1
2313,276,5,2022-10-01,Yes,1
2314,275,4,2023-09-02,No,0
2315,198,4,2024-04-17,No,9
2316,118,4,2022-04-11,No,1
2317,402,3,09/08/2024,No,0
2318,226,5,2023-11-17,No,1
2319,251,4,2024-04-25,No,4
2320,379,5,06/01/2023,Yes,2
2321,257,4,2024-03-07,No,6
2322,412,4,2024-09-30,No,1
2323,72,6,2024-09-13,No,2
2324,421,5,2023-10-16,No,1
2325,406,5,01/02/2023,No,20
2326,226,4,2024-11-12,No,7
2327,275,3,2024-11-27,Yes,4
2328,218,5,2024-12-02,Yes,0
2329,297,5,12/14/2021,Yes,3
2330,477,5,2022-07-06,No,2
2331,157,5,2024-07-01,Yes,0
2332,490,3,2023-09-08,No,1
2333,157,4,2023-10-31,No,5
2334,132,4,03/25/2024,No,6
2335,118,4,2024-10-12,No,3
2336,265,4,2023-04-20,No,5
2337,180,3,2024-09-15,No,2
2338,379,3,2024-09-03,Yes,0
2339,436,4,2020-10-04,No,1
2340,97,4,12/09/2023,Yes,0
2341,490,4,2023-09-04,Yes,1
2342,261,4,2023-07-13,No,1
2343,260,3,07/19/2024,No,1
2344,483,3,2024-11-19,Yes,3
2345,52,4,2024-11-14,No,1
2346,401,4,2023-07-11,Yes,2
2347,407,4,2020-07-15,No,0
2348,157,5,2024-04-27,No,0
2349,499,3,2024-10-29,Yes,0
2350,434,3,06/08/2021,No,18
2351,78,4,2023-02-18,No,0
2352,402,5,2024-10-05,Yes,2
2353,214,5,02/14/2024,No,0
2354,107,4,2024-03-16,No,7
2355,402,4,2022-01-01,Yes,0
2356,343,3,10/08/2024,No,1
2357,433,2,2022-08-27,No,5
2358,77,2,04/12/2021,Yes,1
2359,402,3,04/09/2023,No,0
2360,153,4,2024-06-04,No,10
2361,88,4,2021-04-08,No,1
2362,185,2,2022-08-25,No,9
2363,194,4,2023-09-26,No,8
2364,402,5,2023-07-09,No,10
2365,119,4,2023-01-22,No,1
2366,243,4,12/10/2023,No,0
2367,86,3,01/09/2023,No,0
2368,291,4,2024-08-10,No,2
2369,73,5,2023-10-22,No,3
2370,219,4,2024-02-22,No,5
2371,319,4,2023-03-25,No,0
2372,11,4,2023-06-05,No,5
2373,14,4,2024-04-10,No,0
2374,328,3,2024-08-24,No,2
2375,257,5,2019-11-05,No,7
2376,469,5,2021-05-05,No,2
2377,73,5,2024-11-07,No,9
2378,190,4,2023-01-18,Yes,1
2379,306,5,07/28/2023,No,1
2380,232,5,05/20/2024,No,0
2381,153,5,2022-01-24,No,2
2382,299,4,2024-09-10,Yes,0
2383,95,5,2024-11-26,Yes,0
2384,380,5,07/17/2023,Yes,12
2385,374,4,2023-10-07,No,0
2386,95,4,2024-01-30,No,3
2387,411,4,08/24/2024,No,2
2388,388,5,2022-02-11,Yes,4
2389,40,4,2023-08-21,Yes,8
2390,390,4,2023-03-26,No,0
2391,421,5,2022-03-02,Yes,0
2392,40,4,2024-07-11,No,0
2393,43,5,2024-11-18,No,0
2394,190,4,2023-10-15,No,0
2395,319,4,2023-03-26,No,2
2396,153,4,06/02/2023,No,2
2397,281,4,2024-10-21,No,0
2398,402,4,2023-05-19,No,5
2399,263,4,2022-12-07,No,0
2400,291,4,2024-10-20,No,1
2401,97,5,2023-12-26,No,5
2402,251,4,2024-12-20,No,4
2403,297,3,02/25/2024,No,1
2404,55,5,2023-12-20,No,3
2405,60,4,2023-08-01,No,3
2406,325,5,2023-01-18,No,7
2407,78,4,2024-11-24,No,0
2408,175,5,2024-03-15,No,8
2409,420,4,2021-05-28,No,0
2410,30,3,2022-08-10,Yes,2
2411,116,5,2024-06-23,No,0
2412,93,5,2022-03-26,No,2
2413,265,5,2024-07-12,No,1
2414,465,5,2022-01-24,Yes,1
2415,402,4,2023-04-12,No,2
2416,406,5,2024-04-18,No,1
2417,127,5,2024-11-21,No,2
2418,177,4,2024-08-15,No,1
2419,418,3,2024-11-08,No,2
2420,135,4,2024-03-04,No,0
2421,272,3,2024-10-20,Yes,0
2422,309,3,2023-06-11,No,0
2423,261,4,2021-12-11,No,1
2424,297,5,2021-02-06,No,1
2425,402,5,2021-01-10,No,1
2426,380,5,2024-11-14,No,0
2427,498,3,05/04/2022,No,2
2428,108,5,08/15/2024,No,0
2429,156,5,2024-01-28,No,0
2430,99,5,2024-02-21,No,1
2431,178,3,02/19/2022,No,9
2432,156,5,10/12/2023,No,8
2433,465,4,2023-09-15,No,0
2434,276,3,04/04/2023,No,0
2435,435,4,09/22/2023,No,1
2436,385,2,2024-12-03,No,14
2437,401,5,09/10/2024,No,0
2438,13,4,2024-05-03,No,0
2439,343,5,2023-07-06,No,1
2440,95,5,05/27/2023,Yes,0
2441,190,5,2023-10-25,No,2
2442,207,2,2024-11-18,No,2
2443,265,4,2021-12-29,No,1
2444,380,5,2023-07-13,No,1
2445,281,5,2024-04-30,No,1
2446,157,5,2024-11-03,Yes,4
2447,276,4,2023-09-12,Yes,1
2448,118,4,2024-05-31,Yes,2
2449,73,4,02/12/2024,Yes,6
2450,481,5,2024-12-17,No,0
2451,461,3,2023-06-09,Yes,3
2452,154,5,2023-09-25,No,0
2453,361,5,2024-03-12,No,0
2454,11,4,2023-11-28,No,3
2455,83,4,2023-08-11,Yes,2
2456,252,4,12/18/2024,No,0
2457,154,4,2020-12-01,No,2
2458,276,4,2023-08-31,No,1
2459,370,5,2019-03-12,No,4
2460,73,4,2024-06-06,No,1
2461,375,4,2022-06-17,Yes,0
2462,346,3,2024-10-06,No,0
2463,275,3,2023-07-20,Yes,2
2464,343,5,2024-11-19,Yes,0
2465,86,5,05/08/2023,No,6
2466,32,3,2024-05-22,No,0
2467,268,4,03/11/2023,No,0
2468,185,4,05/25/2020,No,2
2469,318,3,2024-12-16,No,0
2470,157,5,2023-12-22,No,0
2471,186,5,2024-12-11,No,4
2472,97,4,08/31/2024,Yes,1
2473,73,5,2023-07-13,No,1
2474,214,5,2024-07-01,No,0
2475,257,4,2024-03-11,No,0
2476,135,4,2021-04-29,No,1
2477,402,5,2022-01-29,Yes,0
2478,122,2,2021-10-18,Yes,0
2479,35,4,2024-11-18,Yes,0
2480,264,5,2023-06-26,No,0
2481,222,4,2020-04-11,Yes,0
2482,318,4,2022-01-20,Yes,5
2483,265,4,2024-12-16,No,1
2484,131,4,2023-09-27,No,1
2485,294,3,2024-09-25,No,3
2486,135,3,12/23/2024,No,0
2487,295,4,2024-11-28,No,0
2488,379,4,2023-01-20,No,0
2489,477,3,09/20/2024,No,2
2490,73,4,2024-12-25,Yes,2
2491,76,5,2024-05-31,No,0
2492,488,1,2021-10-04,No,7
2493,222,4,2022-02-14,No,1
2494,141,4,2023-03-14,No,2
2495,446,4,2024-03-04,No,0
2496,379,2,10/28/2020,No,4
2497,190,3,2022-12-07,No,0
2498,83,4,2024-09-06,Yes,3
2499,180,3,2024-06-20,No,0
2500,63,2,12/21/2024,Yes,0
2501,409,5,2024-10-10,Yes,0
2502,76,5,2024-05-05,No,1
2503,268,5,2024-09-28,Yes,1
2504,322,2,2022-08-06,No,0
2505,223,5,2024-09-23,No,5
2506,135,4,07/29/2024,No,2
2507,440,4,2023-06-18,No,0
2508,212,5,2024-02-07,No,1
2509,402,5,2023-11-28,No,3
2510,35,4,2024-03-12,No,2
2511,151,3,2024-01-07,No,1
2512,251,5,2024-08-02,No,1
2513,110,4,2023-06-15,No,2
2514,412,5,2024-07-25,No,2
2515,465,4,2024-03-31,No,2
2516,382,3,2024-05-29,Yes,0
2517,412,4,2022-08-02,No,0
2518,281,3,2021-01-26,No,3
2519,449,2,2023-12-06,No,0
2520,197,5,2022-04-24,No,1
2521,361,4,2022-11-18,No,0
2522,108,5,2023-04-06,Yes,0
2523,157,5,2023-09-15,No,0
2524,291,4,10/25/2024,Yes,0
2525,127,4,2023-12-31,Yes,3
2526,379,5,2024-10-14,No,0
2527,211,4,2024-05-29,No,3
2528,277,5,2024-06-15,No,2
2529,431,4,2023-06-11,No,0
2530,143,5,06/13/2024,No,2
2531,385,3,2022-08-28,Yes,0
2532,297,3,2023-06-12,No,1
2533,72,3,2023-09-13,No,2
2534,76,4,2023-02-11,Yes,1
2535,372,5,2024-10-01,No,0
2536,151,3,04/02/2021,No,0
2537,179,5,2023-11-20,No,0
2538,201,4,2023-01-01,No,4
2539,399,5,2023-05-19,No,0
2540,172,3,2022-10-03,Yes,2
2541,465,5,2022-02-27,Yes,0
2542,56,5,2023-11-09,Yes,3
2543,499,4,2024-09-18,No,0
2544,346,4,2023-02-11,No,9
2545,143,4,2024-11-05,No,1
2546,316,4,04/29/2022,Yes,0
2547,160,5,2024-05-28,No,2
2548,274,4,2022-06-27,No,1
2549,180,3,2023-10-25,Yes,0
2550,113,5,10/30/2021,No,3
2551,343,5,2024-04-11,Yes,6
2552,297,5,2020-08-02,No,1
2553,76,4,05/08/2021,No,2
2554,389,5,2023-05-28,No,1
2555,424,4,2024-01-29,Yes,3
2556,35,5,2024-03-13,No,5
2557,443,3,2024-02-28,No,1
2558,413,3,2023-08-08,Yes,1
2559,464,5,2023-03-27,Yes,0
2560,490,4,2024-08-24,No,0
2561,334,5,2023-12-13,No,1
2562,150,4,2024-08-03,No,0
2563,343,4,2024-05-05,Yes,1
2564,343,5,2024-05-11,No,1
2565,102,4,2023-12-01,No,0
2566,319,5,2023-09-05,No,0
2567,178,4,2024-02-13,No,0
2568,277,4,2024-04-21,No,0
2569,265,4,2024-06-30,No,1
2570,62,5,11/10/2023,No,1
2571,73,5,2024-06-01,No,3
2572,198,3,2023-12-10,Yes,1
2573,348,4,2023-05-19,Yes,0
2574,433,5,2024-12-11,No,0
2575,330,5,2021-12-19,Yes,1
2576,190,4,2024-01-22,Yes,0
2577,281,4,2024-07-16,No,1
2578,415,4,03/14/2024,Yes,0
2579,278,4,2024-01-24,Yes,8
2580,413,4,02/06/2023,Yes,1
2581,276,4,2022-12-28,No,0
2582,291,5,2023-10-18,No,2
2583,103,5,09/25/2024,No,1
2584,86,5,01/24/2024,No,0
2585,25,5,2022-03-25,No,2
2586,448,2,2024-06-20,No,2
2587,172,3,2023-01-24,No,0
2588,275,2,2023-11-06,No,1
2589,318,5,2023-08-12,Yes,0
2590,277,5,2024-05-15,No,0
2591,205,3,09/21/2023,No,0
2592,381,5,2023-04-04,No,0
2593,434,4,01/09/2023,No,0
2594,44,1,2023-10-02,No,2
2595,95,4,2022-04-06,Yes,2
2596,157,4,2024-08-07,Yes,2
2597,65,4,12/06/2023,No,0
2598,440,4,2023-10-16,No,1
2599,108,5,2024-01-18,No,3
2600,52,4,12/28/2022,No,0
2601,27,5,2024-08-09,No,0
2602,402,3,2024-11-12,No,1
2603,99,5,04/10/2023,No,2
2604,387,4,01/07/2024,No,1
2605,276,4,2024-08-01,No,2
2606,402,4,2023-07-24,No,4
2607,402,4,2021-08-07,No,0
2608,43,4,2024-08-07,Yes,0
2609,357,4,2024-04-12,No,1
2610,106,4,2022-02-13,Yes,1
2611,395,3,2024-09-10,Yes,3
2612,14,4,2024-10-10,Yes,1
2613,401,5,2024-07-22,No,5
2614,340,5,2020-03-28,Yes,0
2615,291,5,2024-11-12,Yes,2
2616,328,5,06/23/2023,Yes,9
2617,461,4,12/07/2023,No,1
2618,72,4,2024-10-29,No,2
2619,300,5,09/18/2020,No,0
2620,371,4,2023-04-19,No,0
2621,197,5,11/12/2023,No,10
2622,99,4,2024-01-10,Yes,0
2623,417,5,2021-10-18,No,2
2624,333,4,2024-11-21,No,1
2625,79,5,2023-11-27,No,1
2626,156,5,10/27/2024,No,0
2627,412,4,10/10/2024,Yes,0
2628,483,4,2021-04-19,No,2
2629,391,5,2024-02-07,Yes,1
2630,353,4,2022-04-04,No,1
2631,328,4,2023-05-30,No,3
2632,499,4,01/22/2023,No,0
2633,32,3,2024-07-05,No,2
2634,172,3,03/14/2023,No,18
2635,107,4,2023-07-18,No,3
2636,160,5,2024-04-03,No,0
2637,144,5,2023-02-26,No,1
2638,73,5,2024-09-09,No,0
2639,6,5,2022-09-15,No,0
2640,482,5,2024-07-30,No,4
2641,389,4,2024-12-08,No,1
2642,27,5,2023-06-11,No,3
2643,265,5,2022-04-28,No,2
2644,73,5,2024-01-04,Yes,0
2645,78,5,2024-07-09,No,3
2646,214,5,2024-10-26,Yes,0
2647,328,5,2024-01-22,No,3
2648,73,3,10/18/2024,No,4
2649,72,4,2024-11-29,No,1
2650,462,2,2020-09-29,Yes,0
2651,469,4,2022-09-22,No,4
2652,450,4,11/27/2024,No,1
2653,216,5,10/12/2023,Yes,3
2654,462,2,2022-06-01,No,3
2655,453,3,2024-03-14,Yes,2
2656,329,3,2023-06-24,No,14
2657,211,5,2024-06-02,No,1
2658,157,4,09/20/2023,No,1
2659,276,4,2024-05-07,Yes,1
2660,147,5,2024-10-24,No,4
2661,180,4,2024-06-03,Yes,1
2662,211,4,2020-01-28,No,0
2663,462,3,2022-10-12,No,0
2664,312,4,2023-06-06,Yes,4
2665,78,3,2024-01-03,No,5
2666,330,4,2021-08-30,Yes,0
2667,253,5,2024-06-05,Yes,0
2668,118,3,2024-10-13,No,1
